"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Debun: Detecting Bundled JavaScript Libraries on Web using Property-Order Graphs","S. Kim; S. Park; J. Park",Sungkyunkwan University; Korea University; Korea University,2025 40th IEEE/ACM International Conference on Automated Software Engineering (ASE),"28 Jan 2026","2025","","","78","90","Detecting front-end JavaScript libraries in web applications is essential for website profiling, vulnerability detection, and dependency management. However, bundlers like Webpack transpile code in various ways, altering the original directory and code structure, which complicates library detection. While state-of-the-art techniques utilize property pattern-based library detection at runtime, they face two key limitations: (1) they cannot detect libraries inaccessible from the global object, and (2) they have limitations in granular version detection. To address these challenges, we present Debun, a scalable technique for detecting JavaScript libraries and their versions using function-level fingerprints. Our key insight is that bundlers preserve the property names and execution order of property operations, even after transpilation. To leverage this, we introduce the property-order graph (POG), which represents the execution order of property operations within a function body. We evaluate Debun on 68 high-traffic websites with 78 front-end JavaScript libraries. Our approach outperforms existing tools, achieving a 91.76% F1-score in library detection (1.39x higher) and an 79.81% F1-score in version identification with inclusion match (1.36x higher).","2643-1572","979-8-3503-5733-2","10.1109/ASE63991.2025.00015","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11334587","library detection;web application;property order graph","Codes;Runtime;Program processors;Fingerprint recognition;Libraries;Faces","","","","34","IEEE","28 Jan 2026","16-20 Nov. 2025","16-20 Nov. 2025","IEEE","IEEE Conferences"
"Generating high-performance custom floating-point pipelines","F. de Dinechin; C. Klein; B. Pasca","LIP (CNRS/INRIA/ENS-Lyon/UCBL),Ecole Normale Supérieure de Lyon, Université de Lyon, Lyon, France; LIP (CNRS/INRIA/ENS-Lyon/UCBL),Ecole Normale Supérieure de Lyon, Université de Lyon, Lyon, France; LIP (CNRS/INRIA/ENS-Lyon/UCBL),Ecole Normale Supérieure de Lyon, Université de Lyon, Lyon, France",2009 International Conference on Field Programmable Logic and Applications,"29 Sep 2009","2009","","","59","64","Custom operators, working at custom precisions, are a key ingredient to fully exploit the FPGA flexibility advantage for high-performance computing. Unfortunately, such operators are costly to design, and application designers tend to rely on less efficient off-the-shelf operators. To address this issue, an open-source architecture generator framework is introduced. Its salient features are an easy learning curve from VHDL, the ability to embed arbitrary synthesizable VHDL code, portability to mainstream FPGA targets from Xilinx and Altera, automatic management of complex pipelines with support for frequency-directed pipeline, and automatic test-bench generation. This generator is presented around the simple example of a collision detector, which it significantly improves in accuracy, DSP count, logic usage, frequency and latency with respect to an implementation using standard floating-point operators.","1946-1488","978-1-4244-3892-1","10.1109/FPL.2009.5272553","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5272553","","Pipelines;Field programmable gate arrays;Open source software;Computer architecture;Frequency synthesizers;Automatic testing;Detectors;Digital signal processing;Logic;Delay","","35","","15","IEEE","29 Sep 2009","31 Aug.-2 Sept. 2009","31 Aug.-2 Sept. 2009","IEEE","IEEE Conferences"
"Is high level synthesis ready for business? A computational finance case study","G. Inggs; S. Fleming; D. Thomas; W. Luk","Department of Electrical and Electronic Engineering, Imperial College London, London, United Kingdom; Department of Electrical and Electronic Engineering, Imperial College London, London, United Kingdom; Department of Electrical and Electronic Engineering, Imperial College London, London, United Kingdom; Department of Computing, Imperial College London, London, United Kingdom",2014 International Conference on Field-Programmable Technology (FPT),"9 Apr 2015","2014","","","12","19","High Level Synthesis (HLS) tools for Field Programmable Gate Arrays (FPGAs) have made considerable progress, and are now sufficiently mature that a novice developer could create functionally correct implementation with limited understanding of the target hardware. In this case study, a novice developer considers a benchmark of financial problems for implementation upon FPGA via HLS. This novice starts by extending an existing implementation for a CPU or GPU using tools such as Xilinx's Vivado HLS, the Altera OpenCL SDK or Maxeler's MaxCompiler. When their direct source code translation inevitably didn't meet performance expectations, this developer then applies optimisations such as exploiting task or pipeline parallelism as well as C-slowing. When a combination of these optimisations are considered for a range of devices and process technologies, an acceleration of up to 220 times is achieved using these tools, the sort of acceleration expected of custom architectures. Compared to the 31 times improvement shown by an optimised Multicore CPU implementation, the 60 times improvement by a GPU and 207 times by a Xeon Phi, these results suggest that HLS is indeed ready for industrial adoption.","","978-1-4799-6245-7","10.1109/FPT.2014.7082747","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7082747","","Field programmable gate arrays;Pricing;Optimization;Parallel processing;Hardware;Computational modeling;Graphics processing units","","22","","13","IEEE","9 Apr 2015","10-12 Dec. 2014","10-12 Dec. 2014","IEEE","IEEE Conferences"
"Parallel bug-finding in concurrent programs via reduced interleaving instances","T. L. Nguyen; P. Schrammel; B. Fischer; S. L. Torre; G. Parlato","University of Southampton, UK; University of Southampton, UK; University of Sussex, UK; Stellenbosch University, South Africa; Università degli Studi di Salerno, Italy",2017 32nd IEEE/ACM International Conference on Automated Software Engineering (ASE),"23 Nov 2017","2017","","","753","764","Concurrency poses a major challenge for program verification, but it can also offer an opportunity to scale when subproblems can be analysed in parallel. We exploit this opportunity here and use a parametrizable code-to-code translation to generate a set of simpler program instances, each capturing a reduced set of the original program's interleavings. These instances can then be checked independently in parallel. Our approach does not depend on the tool that is chosen for the final analysis, is compatible with weak memory models, and amplifies the effectiveness of existing tools, making them find bugs faster and with fewer resources. We use Lazy-CSeq as an off-the-shelf final verifier to demonstrate that our approach is able, already with a small number of cores, to find bugs in the hardest known concurrency benchmarks in a matter of minutes, whereas other dynamic and static tools fail to do so in hours.","","978-1-5386-2684-9","10.1109/ASE.2017.8115686","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8115686","Verification;concurrency;sequentialization;swarm verification","Computer bugs;Tools;Concurrent computing;Instruction sets;Programming;Model checking","","22","","50","IEEE","23 Nov 2017","30 Oct.-3 Nov. 2017","30 Oct.-3 Nov. 2017","IEEE","IEEE Conferences"
"Fault-tolerant techniques for Ambient Intelligent distributed systems","D. Marculescu; N. H. Zamora; P. Stanley-Marbell; R. Marculescu","Department of Electrical and Computer Engineering, Carnegie Mellon University, Pittsburgh, PA, USA; Department of Electrical and Computer Engineering, Carnegie Mellon University, Pittsburgh, PA, USA; Department of Electrical and Computer Engineering, Carnegie Mellon University, Pittsburgh, PA, USA; Department of Electrical and Computer Engineering, Carnegie Mellon University, Pittsburgh, PA, USA",ICCAD-2003. International Conference on Computer Aided Design (IEEE Cat. No.03CH37486),"7 Jan 2004","2003","","","348","355","Ambient Intelligent Systems provide an unexplored hardware platform for executing distributed applications under strict energy constraints. These systems must respond quickly to changes in user behavior or environmental conditions and must provide high availability and fault-tolerance under given quality constraints. These systems will necessitate fault-tolerance to be built into applications. One way to provide such fault-tolerance is to employ the use of redundancy. Hundreds of computational devices will be available in deeply networked ambient intelligent systems, providing opportunities to exploit node redundancy to increase application lifetime or improve quality of results if it drops below a threshold. Pre-copying with remote execution is proposed as a novel, alternative technique of code migration to enhance system lifetime for ambient intelligent systems. Self-management of the system is considered in two different scenarios: applications that tolerate graceful quality degradation and applications with single-point failures. The proposed technique can be part of a design methodology for prolonging the lifetime of a wide range of applications under various types of faults, despite scarce energy resources.","","1-58113-762-1","10.1109/ICCAD.2003.159710","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1257742","","Fault tolerant systems;Intelligent systems;Ambient intelligence;Redundancy;Hardware;Availability;Fault tolerance;Computer networks;Pervasive computing;Computational intelligence","","6","6","16","","7 Jan 2004","9-13 Nov. 2003","9-13 Nov. 2003","IEEE","IEEE Conferences"
"Lua-Based Virtual Machine Platform for Spacecraft On-Board Control Software","S. Park; H. Kim; S. -Y. Kang; C. H. Koo; H. Joe","Dept. of Computer Engineering, Chungnam National University (CNU), Daejeon, Korea; Dept. of Computer Engineering, Chungnam National University (CNU), Daejeon, Korea; Korea Aerospace Research Institute (KARI), Daejeon, Korea; Korea Aerospace Research Institute (KARI), Daejeon, Korea; Electronics and Telecommunications, Research Institute (ETRI), Daejeon, Korea",2015 IEEE 13th International Conference on Embedded and Ubiquitous Computing,"28 Dec 2015","2015","","","44","51","Mission critical embedded software for autonomous operation requires high development cost due to its long development cycle. One of the potential solutions for reducing the cost is to reuse the software developed at previous missions. Virtual machine platform such as JVM is a good example to provide code portability across various missions. Flight software in aerospace field is adopting this concept to improve reusability and eventually to reduce development cost. In this paper, we propose a Lua-based virtualization environment for spacecraft flight software. Flight software for spacecraft control consists of a few tasks that are highly autonomous. Lua is chosen as the script language for programming the control tasks. Though Lua was designed with simplicity and portability, it only supports multithreading with collaborative coroutines. To support preemptive multitasking, we implement time slicing coroutines as spacecraft control processes. New coroutine scheduler is devised and time slicing functionality is added into the scheduler. Scheduler locking and message passing with external flight software are also implemented. Instead of modifying the Lua interpreter, we have exploited the debug support APIs for our implementation. For evaluation, we have implemented the flight software virtualization environment on the flight computer. Accuracy of the time slicing scheduler is also analyzed.","","978-1-4673-8299-1","10.1109/EUC.2015.21","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7363616","OBCP;Lua;spacecraft;virtual machine;mission critical embedded software;reusability","Software;Space vehicles;Computers;Engines;Virtual machining;Virtualization;Runtime","","5","","16","IEEE","28 Dec 2015","21-23 Oct. 2015","21-23 Oct. 2015","IEEE","IEEE Conferences"
"Plot2API: Recommending Graphic API from Plot via Semantic Parsing Guided Neural Network","Z. Wang; S. Huang; Z. Liu; M. Yan; X. Xia; B. Wang; D. Yang","Ministry of Education, Key Laboratory of Dependable Service Computing in Cyber Physical Society, Chongqing University, China; Ministry of Education, Key Laboratory of Dependable Service Computing in Cyber Physical Society, Chongqing University, China; College of Computer Science and Technology, Zhejiang University, Hangzhou, China; Ministry of Education, Key Laboratory of Dependable Service Computing in Cyber Physical Society, Chongqing University, China; Faculty of Information Technology, Monash University, Australia; School of Big Data and Software Engineering, Chongqing University, Chongqing, China; School of Big Data and Software Engineering, Chongqing University, Chongqing, China","2021 IEEE International Conference on Software Analysis, Evolution and Reengineering (SANER)","11 May 2021","2021","","","458","469","Plot-based Graphic API recommendation (Plot2API) is an unstudied but meaningful issue, which has several important applications in the context of software engineering and data visualization, such as the plotting guidance of the beginner, graphic API correlation analysis, and code conversion for plotting. Plot2API is a very challenging task, since each plot is often associated with multiple APIs and the appearances of the graphics drawn by the same API can be extremely varied due to the different settings of the parameters. Additionally, the samples of different APIs also suffer from extremely imbalanced.Considering the lack of technologies in Plot2API, we present a novel deep multi-task learning approach named Semantic Parsing Guided Neural Network (SPGNN) which translates the Plot2API issue as a multi-label image classification and an image semantic parsing tasks for the solution. In SPGNN, the recently advanced Convolutional Neural Network (CNN) named EfficientNet is employed as the backbone network for API recommendation. Meanwhile, a semantic parsing module is complemented to exploit the semantic relevant visual information in feature learning and eliminate the appearance-relevant visual information which may confuse the visual-information-based API recommendation. Moreover, the recent data augmentation technique named random erasing is also applied for alleviating the imbalance of API categories.We collect plots with the graphic APIs used to drawn them from Stack Overflow, and release three new Plot2API datasets corresponding to the graphic APIs of R and Python programming languages for evaluating the effectiveness of Plot2API techniques. Extensive experimental results not only demonstrate the superiority of our method over the recent deep learning baselines but also show the practicability of our method in the recommendation of graphic APIs.","1534-5351","978-1-7281-9630-5","10.1109/SANER50967.2021.00049","Fundamental Research Funds for the Central Universities; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9425892","API Recommendation;Data Visualization;Image Recognition","Deep learning;Visualization;Semantics;Neural networks;Data visualization;Software;Task analysis","","4","","48","IEEE","11 May 2021","9-12 March 2021","9-12 March 2021","IEEE","IEEE Conferences"
"An OpenCL-Like Offload Programming Framework for SX-Aurora TSUBASA","H. Takizawa; S. Shiotsuki; N. Ebata; R. Egawa","Cyberscience Center, Tohoku University, Japan; Graduate School of Information Sciences, Tohoku University, Japan; Graduate School of Information Sciences, Tohoku University, Japan; Cyberscience Center, Tohoku University, Japan","2019 20th International Conference on Parallel and Distributed Computing, Applications and Technologies (PDCAT)","12 Mar 2020","2019","","","282","288","This paper presents an OpenCL-like offload programming framework for NEC SX-Aurora TSUBASA (SXAurora). Unlike traditional vector systems, one node of an SXAurora system consists of a host processor and some vector processors on PCI-Express cards, which are called a vector host and vector engines, respectively. Since the standard OpenCL execution model does not naturally fit in the vector engine, this paper discusses how to adapt the OpenCL specification to SXAurora while considering the trade off between performance and code portability. Performance evaluation results clearly demonstrate that, with a moderate programming effort, the proposed framework can express the collaboration between a vector host and a vector engine so as to make a good use of both of the two different processors. By delegating the right task to the right processor, an OpenCL-like program can fully exploit the performance of SX-Aurora.","2640-6721","978-1-7281-2616-6","10.1109/PDCAT46702.2019.00059","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9029022","SX Aurora TSUBASA;offload programming;OpenCL","Standards;Programming;Kernel;Performance evaluation;Hardware;C++ languages;Magnetosphere","","4","","13","IEEE","12 Mar 2020","5-7 Dec. 2019","5-7 Dec. 2019","IEEE","IEEE Conferences"
"Real-time visualisation within the Multimod Application Framework","M. Krokos; A. Savenko; G. J. Clapworthy; H. Lin; R. Mayoral; M. Viceconti; S. Van Sint Jan","Department of Computing & Information Systems, University of Luton, Luton, UK; Department of Computing & Information Systems, University of Luton, Luton, UK; Department of Computing & Information Systems, University of Luton, Luton, UK; Department of Computing & Information Systems, University of Luton, Luton, UK; Department of Computing & Information Systems, University of Luton, Luton, UK; Laboratorio di Tecnologia Medica, Istituti Ortopedici Rizzoli, Bologna, Italy; Department of Anatomy (CP 619), University of Brussels, Belgium","Proceedings. Eighth International Conference on Information Visualisation, 2004. IV 2004.","9 Aug 2004","2004","","","21","26","This work gives an overview of real-time visualisation algorithms developed under the EC-funded project Multimod to support a novel paradigm for the virtual representation of musculo-skeletal structures. These algorithms are fully integrated into the Multimod Application Framework (MAF), an open-source freely-available software framework for the rapid development of medical visualisation applications. MAF is based on the visualisation toolkit (VTK) and other specialised toolkits, e.g. for image registration and segmentation, collision detection or numerical computation. MAF provides a range of high-level components that can be easily combined for rapid construction of visualisation applications that support synchronised views. The majority of algorithms available within the standard underlying MAF toolkits were frequently either too slow or too general for our purposes. We have thus implemented computationally efficient versions of existing algorithms, e.g. for surface and volume rendering, and more importantly, developed new techniques, e.g. for X-ray rendering and designing volume rendering transfer functions. To achieve interactive rendering we have employed a scheme for space partitioning. The emphasis is on exploiting the characteristics of medical datasets (e.g. density value homogeneity) but further utilising the hardware-accelerated capabilities of modern graphics cards. In this context, calculations are moved into hardware as appropriate while avoiding dependency on specialised features of particular manufacturers so as to ensure real code portability.","1093-9547","0-7695-2177-0","10.1109/IV.2004.1320120","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1320120","","Visualization;Application software;Open source software;Biomedical imaging;Rendering (computer graphics);Software algorithms;Image registration;Image segmentation;Partitioning algorithms;Algorithm design and analysis","","3","","19","IEEE","9 Aug 2004","16-16 July 2004","16-16 July 2004","IEEE","IEEE Conferences"
"TEMPOS: a platform for developing temporal applications on top of object DBMS","M. Dumas; M. . -C. Fauvet; P. . -C. Scholl","Centre for Information Technology Innovation, Queensland University of Technology, Brisbane, QLD, Australia; Laboratory LSR-IMAG, University of Grenoble, Grenoble, France; Laboratory LSR-IMAG, University of Grenoble, Grenoble, France",IEEE Transactions on Knowledge and Data Engineering,"28 Jun 2004","2004","16","3","354","374","We present TEMPOS: a set of models and languages supporting the manipulation of temporal data on top of object DBMS. The proposed models exploit object-oriented technology to meet some important, yet traditionally neglected design criteria related to legacy code migration and representation independence. Two complementary ways for accessing temporal data are offered: a query language and a visual browser. The query language, namely TEMPOQL, is an extension of OQL supporting the manipulation of histories regardless of their representations, through fully composable functional operators. The visual browser offers operators that facilitate several time-related interactive navigation tasks, such as studying a snapshot of a collection of objects at a given instant, or detecting and examining changes within temporal attributes and relationships. TEMPOS models and languages have been formalized both at the syntactical and the semantical level and have been implemented on top of an object DBMS. The suitability of the proposals with regard to applications' requirements has been validated through concrete case studies.","1558-2191","","10.1109/TKDE.2003.1262189","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1262189","","Object oriented modeling;Database languages;Data models;Proposals;Application software;History;Navigation;Database systems;Encoding;Computer Society","","3","","38","IEEE","28 Jun 2004","March 2004","","IEEE","IEEE Journals"
"Balancing Energy Efficiency and Portability: Assessing Domain-Specific Languages in Edge Platforms","Y. Faqir-Rhazoui; L. Costero; C. García","Computer Science Faculty, Complutense University of Madrid, Spain; Computer Science Faculty, Complutense University of Madrid, Spain; Computer Science Faculty, Complutense University of Madrid, Spain",2024 20th International Conference on Distributed Computing in Smart Systems and the Internet of Things (DCOSS-IoT),"12 Aug 2024","2024","","","162","169","Edge computing stands as a crucial component of the IoT revolution. IoT benefits significantly from reduced latency, enhancing real-time applications, and time-sensitive processes. However, since edge platforms must be energy-efficient while maintaining high performance in real-time environments, exploiting accelerators becomes pivotal to reduce energy consumption while increasing performance. CUDA or HIP languages are widely used to program GPUs; however, they are limited to specific vendor platforms. In contrast, solutions such as SYCL or Kokkos could benefit from their ability to run across parallel multi-architecture.This paper explores the trade-offs of CUDA, SYCL, and Kokkos in three Edge platforms: Jetson AGX Orin, Jetson Orin Nano, and UP Squared Pro 7000 (Intel). The work conducts an analysis of the power modes of each platform and compares CUDA, SYCL, and Kokkos on those platforms.The experimental results revealed that, on average, there is an increased level of energy consumption compared to native solutions. Specifically, Kokkos demonstrated a 25% higher demand, whereas SYCL exhibited an average increase of 11%. These figures underscore the trade-off that programmers face in pursuit of achieving code portability when most performant solutions are non-crucial.","2325-2944","979-8-3503-6944-1","10.1109/DCOSS-IoT61029.2024.00032","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10621532","Edge;energy consumption;performance portability;CUDA;SYCL;Kokkos","Energy consumption;Graphics processing units;Real-time systems;Energy efficiency;Internet of Things;Distributed computing;Hip","","","","23","IEEE","12 Aug 2024","29 April-1 May 2024","29 April-1 May 2024","IEEE","IEEE Conferences"
"Impact of various IBM Quantum architectures with different properties on Grover's algorithm","M. H. Akmal Zulfaizal Fadillah; B. Idrus; M. K. Hasan; S. M. Mohd","Centre for Artificial Intelligence Technology Faculty of Information Science & Technology, Universiti Kebangsaan Malaysia, Bangi, Selangor, Malaysia; Centre for Artificial Intelligence Technology Faculty of Information Science & Technology, Universiti Kebangsaan Malaysia, Bangi, Selangor, Malaysia; Centre for Artificial Intelligence Technology Faculty of Information Science & Technology, Universiti Kebangsaan Malaysia, Bangi, Selangor, Malaysia; Kolej GENIUS Insan Universiti Sains Islam Malaysia, Nilai, Negeri Sembilan, Malaysia",2021 International Conference on Electrical Engineering and Informatics (ICEEI),"25 Nov 2021","2021","","","1","6","Quantum computing and quantum algorithms have been said to be able to provide significant speed-up over classical computation with classical algorithms by exploiting the nature of quantum mechanical systems. In this work, we will study the qubit architecture of quantum systems available at IBM Quantum (IBM-Q) such as the properties of the qubit system, the qubit layout and connectivity as well as the transpilation process of circuits and its effects to the circuits. We investigate the correspondence between limited and sparse connectivity and connected physical qubits to Grover's algorithm implementation of 2 and 3 qubits. We will also test Grover's algorithm on the different connectivity available on four IBM-Q systems for 2, 3, 4 and 5 qubits using optimization level of 0, 1, 2 and 3 to compare the circuit depth of the transpiled circuits as well as their execution times. This work will provide guidance for researchers on the important factors to consider before implementing a quantum algorithm on a real quantum system.","2155-6830","978-1-6654-0555-3","10.1109/ICEEI52609.2021.9611142","Universiti Kebangsaan Malaysia(grant numbers:GUP-2020-061); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9611142","quantum computing;quantum algorithm;IBM Quantum;Qiskit;Grover's algorithm","Quantum system;Quantum algorithm;Program processors;Error analysis;Qubit;Layout;Computer architecture","","","","18","IEEE","25 Nov 2021","12-13 Oct. 2021","12-13 Oct. 2021","IEEE","IEEE Conferences"
